"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"11704",11704,14762,"2017/2018","2017-09-23 00:00:00","P1","Portugal","Liga I","Moreirense","Sp Lisbon",1,1,"D",11,5,6,1,70.5454545454545,73,72,70,69.75,67.7142857142857,80.0909090909091,83,81,80.25,78.75,77.7142857142857,0,2
"14957",14957,18711,"2016/2017","2017-02-25 00:00:00","SP1","Spain","La Liga Primera Division","Eibar","Malaga",3,0,"H",8,4,4,2,77.3636363636364,75,77.5,78.25,77,75.2857142857143,78.1818181818182,81,77,78.75,77.5,76,3,3
"13290",13290,16646,"2016/2017","2017-05-05 00:00:00","F2","France","Division 2","Clermont","Bourg Peronnas",2,3,"A",NA,NA,NA,NA,67.5454545454545,68,65,68.5,67.75,64.7142857142857,66.3636363636364,64,66.5,67.25,66,63.7142857142857,-1,5
"15256",15256,19057,"2016/2017","2017-02-11 00:00:00","SP1","Spain","La Liga Primera Division","Ath Bilbao","La Coruna",2,1,"H",13,8,5,3,80.9090909090909,79,82,81.25,80.5,76.5714285714286,77.0909090909091,75,77.5,77.75,76.75,75.4285714285714,1,3
"3878",3878,5318,"2018/2019","2018-12-01 00:00:00","D2","Germany","Bundesliga 2","Union Berlin","Darmstadt",3,1,"H",16,8,3,3,71.4545454545455,73,72,70,72.25,70.1428571428571,71.2727272727273,74,70,71.75,70.75,68.2857142857143,2,4
"12491",12491,15725,"2017/2018","2017-08-20 00:00:00","D2","Germany","Bundesliga 2","Ingolstadt","Regensburg",2,4,"A",19,19,8,11,72.8181818181818,73,72.5,73.5,72.25,70.2857142857143,67.2727272727273,69,68.5,67.25,66.25,64.5714285714286,-2,6
"11987",11987,15109,"2017/2018","2017-09-16 00:00:00","B1","Belgium","Jupiler League","Kortrijk","Anderlecht",2,2,"D",5,8,3,6,70.0909090909091,70,71.5,71,68.5,68.1428571428571,76.7272727272727,75,77,76,77.75,73.4285714285714,0,4
"14869",14869,18599,"2016/2017","2017-02-26 00:00:00","N1","Netherlands","Eredivisie","AZ Alkmaar","Zwolle",1,1,"D",NA,NA,NA,NA,73.9090909090909,78,73,72.5,74.75,70.4285714285714,69.0909090909091,70,70,68,69.5,67.4285714285714,0,2
"4032",4032,5505,"2018/2019","2018-11-24 00:00:00","E3","England","League 2","Port Vale","Swindon",0,1,"A",14,11,2,5,63.0909090909091,65,63,62.75,63,60.1428571428571,63.1818181818182,64,63.5,63.75,62.25,60.4285714285714,-1,1
"15094",15094,18875,"2016/2017","2017-02-18 00:00:00","SP2","Spain","La Liga Segunda Division","Girona","Mallorca",1,0,"H",NA,NA,NA,NA,72.0909090909091,71,70.5,72,73.25,69.5714285714286,69.7272727272727,67,69,70.75,69.75,67.7142857142857,1,1
"7147",7147,9258,"2017/2018","2018-04-15 00:00:00","N1","Netherlands","Eredivisie","NAC Breda","Willem II",1,2,"A",16,11,5,5,67,68,66,67.75,66.5,65.4285714285714,68.4545454545455,68,68,68,69.25,65.2857142857143,-1,3
"13436",13436,16827,"2016/2017","2017-04-28 00:00:00","D1","Germany","Bundesliga 1","Leverkusen","Schalke 04",1,4,"A",13,12,4,8,81.5454545454545,86,81,81.75,80.5,76.5714285714286,80.8181818181818,84,78.5,80.25,81.75,77.8571428571429,-3,5
"6434",6434,8443,"2017/2018","2018-05-18 00:00:00","I2","Italy","Serie B","Cittadella","Pro Vercelli",2,0,"H",19,8,8,1,65.4545454545455,65,67,65.75,64.5,62.1428571428571,65.7272727272727,61,66,66.5,66,61.1428571428571,2,2
"9663",9663,12361,"2017/2018","2017-12-23 00:00:00","E2","England","League 1","Rotherham","Milton Keynes Dons",2,1,"H",18,11,11,6,66,65,65.5,66.75,65.75,64.5714285714286,67.0909090909091,66,66.5,67.5,67.25,63.8571428571429,1,3
"1313",1313,2199,"2018/2019","2019-03-30 00:00:00","E3","England","League 2","Exeter","Mansfield",1,4,"A",3,11,1,7,64.9090909090909,64,64.5,65.5,64.75,61.1428571428571,64.9090909090909,64,65.5,64,65.75,63,-3,5
"14825",14825,18548,"2016/2017","2017-02-28 00:00:00","E2","England","League 1","Bury","Coventry",2,1,"H",13,16,7,6,66.3636363636364,61,68,67.75,65.5,62.8571428571429,64.7272727272727,61,67.5,64.75,64.25,62.8571428571429,1,3
"11887",11887,14975,"2017/2018","2017-09-17 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Cadiz",1,0,"H",14,9,2,2,71.7272727272727,71,71.5,72.25,71.5,68.4285714285714,70.8181818181818,70,69.5,71.25,71.25,68.5714285714286,1,1
"5808",5808,7671,"2018/2019","2018-08-31 00:00:00","N1","Netherlands","Eredivisie","FC Emmen","Graafschap",1,1,"D",26,13,11,6,65.9090909090909,64,68.5,66.5,64.5,64.1428571428571,67.0909090909091,69,68,67,66.25,65.7142857142857,0,2
"7237",7237,9376,"2017/2018","2018-04-14 00:00:00","E2","England","League 1","Oldham","Gillingham",1,1,"D",8,17,3,4,65.7272727272727,66,65,66.75,65,63.2857142857143,63.2727272727273,60,62.5,64,63.75,60.4285714285714,0,2
"6120",6120,8041,"2018/2019","2018-08-18 00:00:00","E2","England","League 1","Wycombe","Bristol Rvs",1,2,"A",9,17,3,9,65.5454545454545,64,65.5,65,66.5,64.2857142857143,64.6363636363636,63,62.5,66,64.75,61.7142857142857,-1,3
"78",78,755,"2018/2019","2019-05-19 00:00:00","T1","Turkey","Futbol Ligi 1","Galatasaray","Buyuksehyr",2,1,"H",15,5,4,2,78.2727272727273,81,78,78.5,77.5,74.4285714285714,76.6363636363636,77,77.5,78.5,74.25,73.1428571428571,1,3
"2534",2534,3698,"2018/2019","2019-02-02 00:00:00","E1","England","Championship","Reading","Aston Villa",0,0,"D",7,13,2,3,70,70,71,68.25,71.25,67.8571428571429,73.4545454545455,72,74,75,72,71.7142857142857,0,0
"12797",12797,16138,"2017/2018","2017-08-04 00:00:00","D2","Germany","Bundesliga 2","Sandhausen","Ingolstadt",1,0,"H",9,11,3,4,69,67,70.5,68.75,69,66.5714285714286,72.8181818181818,73,72.5,73.5,72.25,70.2857142857143,1,1
"18064",18064,22460,"2016/2017","2016-10-01 00:00:00","E0","England","Premier League","West Ham","Middlesbrough",1,1,"D",19,9,2,3,79.4545454545455,80,79,78.75,80.25,76.5714285714286,76.7272727272727,82,78,76,75.5,73.4285714285714,0,2
"6387",6387,8396,"2017/2018","2018-05-20 00:00:00","I1","Italy","Serie A","Genoa","Torino",1,2,"A",12,4,2,2,76.8181818181818,83,75.5,77,75.75,72.5714285714286,78.5454545454545,79,81.5,78,77.5,74.4285714285714,-1,3
"12095",12095,15230,"2017/2018","2017-09-10 00:00:00","I1","Italy","Serie A","Verona","Fiorentina",0,5,"A",14,20,2,10,73.3636363636364,69,75.5,71.75,75,70,78.0909090909091,78,77.5,78.5,78,76.2857142857143,-5,5
"4852",4852,6503,"2018/2019","2018-10-13 00:00:00","E2","England","League 1","Rochdale","Doncaster",2,3,"A",22,7,7,6,65.6363636363636,64,65.5,67,64.75,63.4285714285714,65.3636363636364,63,66.5,66.25,64.5,63.5714285714286,-1,5
"8086",8086,10436,"2017/2018","2018-03-04 00:00:00","SP2","Spain","La Liga Segunda Division","Lorca","Albacete",1,2,"A",9,17,4,7,67.5454545454545,67,67,67.75,67.75,65.7142857142857,69,64,69.5,69.25,69.75,66.2857142857143,-1,3
"1571",1571,2537,"2018/2019","2019-03-12 00:00:00","E3","England","League 2","Cambridge","Crewe",0,0,"D",4,11,1,2,62.1818181818182,65,62.5,63,60.5,59.2857142857143,61.1818181818182,62,63.5,60,61,58.5714285714286,0,0
"2442",2442,3598,"2018/2019","2019-02-04 00:00:00","F2","France","Division 2","Ajaccio GFCO","Valenciennes",0,0,"D",14,5,2,0,65.9090909090909,61,64,68.25,65.75,62.4285714285714,68.4545454545455,69,70,68.5,67.5,64.8571428571429,0,0
"17931",17931,22284,"2016/2017","2016-10-08 00:00:00","E3","England","League 2","Luton","Crewe",1,1,"D",9,12,3,4,62.8181818181818,55,64,63,64,60.2857142857143,62.4545454545455,62,65.5,60.75,62.75,54.4285714285714,0,2
"11515",11515,14544,"2017/2018","2017-09-30 00:00:00","D2","Germany","Bundesliga 2","Nurnberg","Bielefeld",1,2,"A",17,12,4,5,70.7272727272727,69,69,71.75,71,68.1428571428571,69.5454545454545,68,70.5,69,70,66.5714285714286,-1,3
"11999",11999,15121,"2017/2018","2017-09-16 00:00:00","E1","England","Championship","Hull","Sunderland",1,1,"D",20,9,7,3,73.2727272727273,74,75.5,73.5,71.75,70.7142857142857,73.6363636363636,73,71.5,75,73.5,71,0,2
"7282",7282,9425,"2017/2018","2018-04-10 00:00:00","E2","England","League 1","Oxford","Fleetwood Town",0,1,"A",21,10,4,6,68.8181818181818,66,66.5,69,70.5,64.7142857142857,64.3636363636364,64,64.5,64.25,64.5,61.1428571428571,-1,1
"12759",12759,16078,"2017/2018","2017-08-05 00:00:00","F1","France","Le Championnat","Metz","Guingamp",1,3,"A",6,13,4,5,73,72,72.5,73.75,72.75,70.2857142857143,75.1818181818182,75,75.5,75.5,74.75,71.5714285714286,-2,4
"4094",4094,5583,"2018/2019","2018-11-24 00:00:00","E0","England","Premier League","Fulham","Southampton",3,2,"H",10,19,5,8,76.0909090909091,79,76.5,77,74.25,74.1428571428571,77.7272727272727,77,77,78,78,75.2857142857143,1,5
"6798",6798,8825,"2017/2018","2018-04-28 00:00:00","SP2","Spain","La Liga Segunda Division","Sevilla B","Alcorcon",1,0,"H",8,8,3,1,68.3636363636364,69,67.5,69.75,67.25,66.2857142857143,69.8181818181818,68,68.5,69.75,71,67.8571428571429,1,1
"6579",6579,8589,"2017/2018","2018-05-06 00:00:00","E1","England","Championship","Derby","Barnsley",4,1,"H",16,14,5,3,73,74,72,73,73.25,70.2857142857143,68.0909090909091,68,68,68.75,67.5,64.1428571428571,3,5
"15349",15349,19172,"2016/2017","2017-02-10 00:00:00","F2","France","Division 2","Amiens","Ajaccio GFCO",4,0,"H",NA,NA,NA,NA,66.6363636363636,67,67.5,66.75,66,64,69.0909090909091,74,69.5,68.5,68.25,67,4,4
"6851",6851,8889,"2017/2018","2018-04-28 00:00:00","E1","England","Championship","Reading","Ipswich",0,4,"A",15,11,6,7,72.7272727272727,75,73.5,71.5,73,70.7142857142857,70.3636363636364,74,71,69.5,70,68.5714285714286,-4,4
"1132",1132,1982,"2018/2019","2019-04-05 00:00:00","F2","France","Division 2","Ajaccio GFCO","Ajaccio",1,0,"H",15,6,5,3,65.9090909090909,61,64,68.25,65.75,62.4285714285714,69.9090909090909,70,71,70.5,68.75,65.2857142857143,1,1
"8907",8907,11400,"2017/2018","2018-02-02 00:00:00","F2","France","Division 2","Nimes","Ajaccio",1,1,"D",10,6,7,2,69.3636363636364,66,70.5,68.75,70.25,63.5714285714286,68.2727272727273,77,60.5,71.25,67,62.5714285714286,0,2
"8032",8032,10373,"2017/2018","2018-03-09 00:00:00","D1","Germany","Bundesliga 1","Mainz","Schalke 04",0,1,"A",16,6,4,2,76.3636363636364,79,76.5,76.25,75.75,74.4285714285714,79.8181818181818,84,78.5,80.25,79,75,-1,1
"9067",9067,11598,"2017/2018","2018-01-26 00:00:00","SP1","Spain","La Liga Primera Division","Ath Bilbao","Eibar",1,1,"D",7,14,1,2,81,80,82.5,81,80.5,76,78.3636363636364,77,78.5,79,78,75.4285714285714,0,2
"2595",2595,3771,"2018/2019","2019-01-30 00:00:00","F1","France","Le Championnat","Nantes","St Etienne",1,1,"D",13,10,3,4,76.5454545454545,79,77,75.5,76.75,72,77.4545454545455,84,76.5,77.25,76.5,71.5714285714286,0,2
"12279",12279,15461,"2017/2018","2017-09-01 00:00:00","SP2","Spain","La Liga Segunda Division","Granada","Barcelona B",2,2,"D",11,13,3,5,74,77,76,73,73.25,70,69.5454545454545,68,68.5,71.5,68.5,66.8571428571429,0,4
"6395",6395,8404,"2017/2018","2018-05-20 00:00:00","SP1","Spain","La Liga Primera Division","Valencia","La Coruna",2,1,"H",22,12,5,7,79.5454545454545,80,80.5,79,79.5,75.8571428571429,78.0909090909091,76,80,78.25,77.5,74.8571428571429,1,3
"7829",7829,10104,"2017/2018","2018-03-17 00:00:00","SP1","Spain","La Liga Primera Division","Betis","Espanol",3,0,"H",9,4,4,1,78.4545454545455,81,77.5,79.25,77.5,73.8571428571429,78.3636363636364,83,78.5,79.5,76,77.8571428571429,3,3
"10670",10670,13539,"2017/2018","2017-11-11 00:00:00","E3","England","League 2","Barnet","Colchester",0,1,"A",9,9,3,3,62.3636363636364,61,61,63,62.75,59,64.4545454545455,64,64,64.75,64.5,61.4285714285714,-1,1
"4898",4898,6553,"2018/2019","2018-10-07 00:00:00","B1","Belgium","Jupiler League","Gent","Genk",1,5,"A",10,13,5,8,73.6363636363636,76,72,74.5,73,71,75.2727272727273,73,77,77.25,73,71,-4,6
"3574",3574,4961,"2018/2019","2018-12-15 00:00:00","B1","Belgium","Jupiler League","Antwerp","Waasland-Beveren",0,2,"A",13,4,3,3,72.8181818181818,74,74.5,72.75,71.75,70.2857142857143,67.6363636363636,73,68.5,68,65.5,64.2857142857143,-2,2
"10493",10493,13322,"2017/2018","2017-11-19 00:00:00","T1","Turkey","Futbol Ligi 1","Fenerbahce","Sivasspor",4,1,"H",11,4,6,1,78.5454545454545,80,76,79.5,78.5,76.1428571428571,72.1818181818182,69,72.5,73.75,71.25,67.7142857142857,3,5
"11502",11502,14526,"2017/2018","2017-09-30 00:00:00","N1","Netherlands","Eredivisie","NAC Breda","Den Haag",0,1,"A",15,10,4,3,67,68,66,67.75,66.5,65.4285714285714,69.4545454545455,68,68.5,72,67.75,66.1428571428571,-1,1
"3474",3474,4846,"2018/2019","2018-12-16 00:00:00","SP2","Spain","La Liga Segunda Division","Rayo Majadahonda","Elche",1,3,"A",18,12,5,3,68.6363636363636,66,68,68.25,70,65.8571428571429,68.3636363636364,68,69,68.75,67.75,66.5714285714286,-2,4
"14903",14903,18643,"2016/2017","2017-02-25 00:00:00","E0","England","Premier League","Chelsea","Swansea",3,1,"H",16,3,5,2,84.8181818181818,89,87.5,84.5,82.75,79.8571428571429,78.1818181818182,80,78.5,79,76.75,76.2857142857143,2,4
"7510",7510,9707,"2017/2018","2018-04-01 00:00:00","E0","England","Premier League","Arsenal","Stoke",3,0,"H",24,8,11,2,84.0909090909091,86,86.5,84,82.5,80.2857142857143,78.5454545454545,81,79.5,77.25,78.75,75.1428571428571,3,3
"19",19,696,"2018/2019","2019-06-02 00:00:00","SP2","Spain","La Liga Segunda Division","Las Palmas","Almeria",0,0,"D",12,9,7,2,73.5454545454545,74,75.5,72.75,73.25,71.2857142857143,69.1818181818182,72,69.5,70.25,67.25,66.7142857142857,0,0
"18503",18503,22962,"2016/2017","2016-09-17 00:00:00","B1","Belgium","Jupiler League","St Truiden","Waasland-Beveren",4,1,"H",NA,NA,NA,NA,70.2727272727273,70,69,70.5,70.75,67.2857142857143,69.5454545454545,71,69,70.5,68.5,66.4285714285714,3,5
"19086",19086,23681,"2016/2017","2016-08-16 00:00:00","E1","England","Championship","Wolves","Ipswich",0,0,"D",6,10,2,2,71.9090909090909,70,71.5,73.25,71.25,69.4285714285714,71.5454545454545,72,70.5,71.75,71.75,68.4285714285714,0,0
"5304",5304,7040,"2018/2019","2018-09-23 00:00:00","N1","Netherlands","Eredivisie","FC Emmen","Zwolle",0,1,"A",9,12,3,4,65.9090909090909,64,68.5,66.5,64.5,64.1428571428571,69,69,67.5,70.25,68.5,66.7142857142857,-1,1
"6353",6353,8362,"2018/2019","2018-07-27 00:00:00","F2","France","Division 2","Clermont","Chateauroux",0,0,"D",19,11,7,3,68.1818181818182,66,69,69,67.5,65.2857142857143,65.7272727272727,68,68,64,65.75,62,0,0
"15360",15360,19183,"2016/2017","2017-02-10 00:00:00","F2","France","Division 2","Nimes","Tours",1,1,"D",NA,NA,NA,NA,68.3636363636364,66,70.5,69.5,66.75,64.4285714285714,66.5454545454545,65,66,66.5,67.25,64.7142857142857,0,2
"11396",11396,14390,"2017/2018","2017-10-10 00:00:00","SP2","Spain","La Liga Segunda Division","Leonesa","Sp Gijon",0,2,"A",9,5,2,3,69,68,68,69.25,69.5,66.1428571428571,73.8181818181818,74,72.5,74.25,74,71.1428571428571,-2,2
"17521",17521,21798,"2016/2017","2016-10-26 00:00:00","I1","Italy","Serie A","Juventus","Sampdoria",4,1,"H",13,8,7,3,86,88,87.5,84.5,86.25,82,76.2727272727273,82,77.5,76.5,74,73.8571428571429,3,5
"14388",14388,18023,"2016/2017","2017-03-18 00:00:00","N1","Netherlands","Eredivisie","Nijmegen","Utrecht",0,3,"A",NA,NA,NA,NA,68.2727272727273,70,67,67.5,69.25,65.5714285714286,72.3636363636364,74,73,73.25,70.75,68.7142857142857,-3,3
"9867",9867,12584,"2017/2018","2017-12-16 00:00:00","F1","France","Le Championnat","Dijon","Lille",3,0,"H",13,9,8,5,72.8181818181818,78,73,71.75,72.5,71.5714285714286,74.5454545454545,80,75,73.5,74,69.8571428571429,3,3
"16117",16117,20117,"2016/2017","2016-12-31 00:00:00","E2","England","League 1","Southend","Charlton",1,1,"D",12,14,5,7,65.5454545454545,62,67,64.75,66.5,64,69.5454545454545,71,69,69.5,69.5,65.8571428571429,0,2
"3316",3316,4659,"2018/2019","2018-12-22 00:00:00","P1","Portugal","Liga I","Tondela","Maritimo",2,1,"H",15,10,6,2,70.2727272727273,78,69,69.5,69.75,66.4285714285714,72.9090909090909,72,74,72.75,72.75,70.2857142857143,1,3
"18318",18318,22754,"2016/2017","2016-09-21 00:00:00","I1","Italy","Serie A","Atalanta","Palermo",0,1,"A",16,7,4,2,76,78,79.5,74.5,75.25,73.4285714285714,73,66,74,73,74.25,70.7142857142857,-1,1
"1431",1431,2365,"2018/2019","2019-03-17 00:00:00","F1","France","Le Championnat","Paris SG","Marseille",3,1,"H",8,3,6,2,85.7272727272727,88,90.5,85.5,83,80.4285714285714,81.3636363636364,83,80.5,82.75,80,75.7142857142857,2,4
"1064",1064,1896,"2018/2019","2019-04-06 00:00:00","E2","England","League 1","Burton","Barnsley",3,1,"H",12,14,5,6,66.9090909090909,63,68,66.5,67.75,62.8571428571429,67.3636363636364,67,66.5,67.25,68,64.4285714285714,2,4
"5245",5245,6967,"2018/2019","2018-09-26 00:00:00","SP1","Spain","La Liga Primera Division","Valencia","Celta",1,1,"D",14,9,5,3,81.8181818181818,83,81.5,82.25,81.25,78.5714285714286,77.9090909090909,78,82,77,76.75,75.5714285714286,0,2
"9780",9780,12487,"2017/2018","2017-12-17 00:00:00","T1","Turkey","Futbol Ligi 1","Buyuksehyr","Antalyaspor",4,1,"H",22,7,16,3,76.3636363636364,79,74,77.75,75.5,72.2857142857143,75.7272727272727,73,79,78,72.5,70.8571428571429,3,5
"14981",14981,18735,"2016/2017","2017-02-24 00:00:00","D2","Germany","Bundesliga 2","Sandhausen","Braunschweig",0,1,"A",NA,NA,NA,NA,69.4545454545455,70,69,69.5,69.5,66.5714285714286,70.6363636363636,67,70,70.75,71.75,68.8571428571429,-1,1
"7102",7102,9198,"2017/2018","2018-04-17 00:00:00","SP1","Spain","La Liga Primera Division","La Coruna","Sevilla",0,0,"D",22,24,6,7,78.0909090909091,76,80,78.25,77.5,74.8571428571429,80.8181818181818,82,81.5,81.5,79.5,78.8571428571429,0,0
"7563",7563,9773,"2017/2018","2018-03-31 00:00:00","I1","Italy","Serie A","Lazio","Benevento",6,2,"H",27,6,14,3,80.3636363636364,80,79.5,81.25,80,76.7142857142857,73,73,74.5,73.25,72,70.2857142857143,4,8
"3995",3995,5467,"2018/2019","2018-11-25 00:00:00","I2","Italy","Serie B","Spezia","Foggia",0,0,"D",19,9,6,2,68.8181818181818,72,69,68,68.75,65.7142857142857,70.4545454545455,76,70.5,71.75,67.75,65.7142857142857,0,0
"6212",6212,8172,"2018/2019","2018-08-11 00:00:00","P1","Portugal","Liga I","Porto","Chaves",5,0,"H",14,2,6,0,81.2727272727273,82,80,82.5,80.5,77.2857142857143,72.6363636363636,75,73.5,71.5,72.75,70.1428571428571,5,5
"18195",18195,22603,"2016/2017","2016-09-24 00:00:00","E3","England","League 2","Colchester","Accrington",1,2,"A",7,6,4,6,63.8181818181818,63,61.5,65,64,62.4285714285714,62,59,62.5,62.5,62,58.8571428571429,-1,3
"15373",15373,19196,"2016/2017","2017-02-08 00:00:00","I1","Italy","Serie A","Bologna","Milan",0,1,"A",20,5,5,4,75.8181818181818,80,77,75.25,74.75,74,79.9090909090909,79,82,80.25,78.75,77.1428571428571,-1,1
"8202",8202,10556,"2017/2018","2018-02-27 00:00:00","I2","Italy","Serie B","Palermo","Ascoli",4,1,"H",15,12,9,3,71.3636363636364,66,72,72,71.75,67.4285714285714,67,67,68,67.25,66.25,64.8571428571429,3,5
"13347",13347,16711,"2016/2017","2017-04-30 00:00:00","I1","Italy","Serie A","Crotone","Milan",1,1,"D",11,13,3,7,71.0909090909091,68,70.5,71.5,71.75,68.7142857142857,79.9090909090909,79,82,80.25,78.75,77.1428571428571,0,2
"5294",5294,7026,"2018/2019","2018-09-25 00:00:00","SP1","Spain","La Liga Primera Division","Espanol","Eibar",1,0,"H",9,8,5,1,77.3636363636364,80,77.5,77.75,76.25,75.2857142857143,78.1818181818182,79,79.5,78.25,77.25,75.5714285714286,1,1
"14154",14154,17706,"2016/2017","2017-04-01 00:00:00","E3","England","League 2","Crewe","Cambridge",1,2,"A",7,11,2,7,62.4545454545455,62,65.5,60.75,62.75,54.4285714285714,63.4545454545455,60,64,63.75,63.75,61.1428571428571,-1,3
"4322",4322,5858,"2018/2019","2018-11-04 00:00:00","I1","Italy","Serie A","Bologna","Atalanta",1,2,"A",9,12,5,6,76.5454545454545,76,76.5,76.75,76.5,74.1428571428571,77.3636363636364,71,82.5,77.75,76,73.4285714285714,-1,3
"12907",12907,16248,"2016/2017","2017-05-21 00:00:00","SP1","Spain","La Liga Primera Division","Malaga","Real Madrid",0,2,"A",22,16,6,8,78.1818181818182,81,77,78.75,77.5,76,87.6363636363636,85,92,87,86.75,82.8571428571429,-2,2
"12631",12631,15907,"2017/2018","2017-08-13 00:00:00","E0","England","Premier League","Newcastle","Tottenham",0,2,"A",6,18,3,6,75.7272727272727,71,75,76.25,76.75,74.1428571428571,84.1818181818182,88,84,84,83.5,79.2857142857143,-2,2
"10879",10879,13776,"2017/2018","2017-10-29 00:00:00","F1","France","Le Championnat","Lyon","Metz",2,0,"H",12,7,4,4,78.6363636363636,83,80.5,77.5,77.75,74.5714285714286,73,72,72.5,73.75,72.75,70.2857142857143,2,2
"4908",4908,6565,"2018/2019","2018-10-07 00:00:00","I2","Italy","Serie B","Brescia","Padova",4,1,"H",14,11,6,1,69.6363636363636,68,72.5,69,69.25,66.5714285714286,67.2727272727273,65,67,68,67.25,66.2857142857143,3,5
"6287",6287,8269,"2018/2019","2018-08-04 00:00:00","B1","Belgium","Jupiler League","Eupen","Charleroi",1,4,"A",11,11,6,9,70,73,70.5,70.25,68.75,67.5714285714286,71.7272727272727,73,72.5,71.5,71.25,69.8571428571429,-3,5
"17022",17022,21188,"2016/2017","2016-11-20 00:00:00","E1","England","Championship","Leeds","Newcastle",0,2,"A",12,10,4,5,73.6363636363636,74,74,73.75,73.25,69.5714285714286,75.3636363636364,75,75,75.5,75.5,73.1428571428571,-2,2
"11457",11457,14480,"2017/2018","2017-10-01 00:00:00","N1","Netherlands","Eredivisie","AZ Alkmaar","Feyenoord",0,4,"A",9,10,2,4,73.5454545454545,73,74,72.75,74.25,69.2857142857143,76.6363636363636,78,78,76,76.25,74.7142857142857,-4,4
"8023",8023,10363,"2017/2018","2018-03-10 00:00:00","SP1","Spain","La Liga Primera Division","Sevilla","Valencia",0,2,"A",21,10,5,5,80.8181818181818,82,81.5,81.5,79.5,78.8571428571429,79.5454545454545,80,80.5,79,79.5,75.8571428571429,-2,2
"1896",1896,2939,"2018/2019","2019-03-01 00:00:00","P1","Portugal","Liga I","Aves","Boavista",2,0,"H",22,3,7,1,71,68,73,70.25,71.5,68.7142857142857,71.9090909090909,73,70.5,73.5,70.75,68.4285714285714,2,2
