"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"12354",12354,15567,"2017/2018","2017-08-26 00:00:00","F1","France","Le Championnat","Bordeaux","Troyes",2,1,"H",12,5,8,2,76.2727272727273,82,74,78.25,74,73.5714285714286,71.6363636363636,74,74,71,70.5,67.7142857142857,1,3
"12697",12697,16000,"2017/2018","2017-08-12 00:00:00","E0","England","Premier League","Brighton","Man City",0,2,"A",6,14,2,4,75.1818181818182,77,75.5,76,73.75,72.8571428571429,84.7272727272727,83,85.5,86.25,83.25,80.4285714285714,-2,2
"8909",8909,11402,"2017/2018","2018-02-02 00:00:00","SP2","Spain","La Liga Segunda Division","Osasuna","Vallecano",1,1,"D",17,13,5,6,73.3636363636364,71,73,74,73.5,72.1428571428571,73.9090909090909,73,74.5,74,73.75,70.8571428571429,0,2
"12215",12215,15384,"2017/2018","2017-09-08 00:00:00","F2","France","Division 2","Le Havre","Orleans",1,1,"D",8,10,2,4,66.7272727272727,66,64,69.25,65.75,64.5714285714286,67.1818181818182,67,70,67,66,64.2857142857143,0,2
"6166",6166,8109,"2018/2019","2018-08-12 00:00:00","SC0","Scotland","Premier League","Rangers","St Mirren",2,0,"H",11,6,8,1,72.7272727272727,75,74,71.75,72.5,70.8571428571429,63.6363636363636,61,66,63.25,63.5,62,2,2
"18574",18574,23057,"2016/2017","2016-09-11 00:00:00","N1","Netherlands","Eredivisie","Ajax","Vitesse",1,0,"H",NA,NA,NA,NA,76.9090909090909,76,76,78,76.5,72.2857142857143,73.0909090909091,74,73.5,71.75,74,68.2857142857143,1,1
"396",396,1091,"2018/2019","2019-05-04 00:00:00","E2","England","League 1","Plymouth","Scunthorpe",3,2,"H",17,10,8,4,65.5454545454545,66,64.5,66.25,65.25,64.2857142857143,66.0909090909091,67,64,67.75,65.25,63.8571428571429,1,5
"4356",4356,5897,"2018/2019","2018-11-03 00:00:00","D1","Germany","Bundesliga 1","Augsburg","Nurnberg",2,2,"D",17,13,4,5,77.0909090909091,73,77.5,77.75,77.25,72.5714285714286,73.8181818181818,73,73.5,74.75,73.25,69.7142857142857,0,4
"18825",18825,23367,"2016/2017","2016-08-27 00:00:00","E3","England","League 2","Hartlepool","Newport County",2,2,"D",10,11,8,3,62.3636363636364,64,62.5,62,62.25,57.5714285714286,62,61,60.5,62.5,62.5,59.7142857142857,0,4
"6645",6645,8658,"2017/2018","2018-05-05 00:00:00","E3","England","League 2","Cambridge","Port Vale",5,0,"H",17,11,8,2,63.6363636363636,66,63.5,63.25,63.5,60.7142857142857,63.3636363636364,62,64,62.75,64,60.8571428571429,5,5
"7877",7877,10188,"2017/2018","2018-03-13 00:00:00","E2","England","League 1","Bury","Peterboro",0,1,"A",18,14,5,5,66.2727272727273,61,68,66.5,66.5,63.7142857142857,65.2727272727273,64,65.5,66,64.75,62.1428571428571,-1,1
"4966",4966,6633,"2018/2019","2018-10-06 00:00:00","E1","England","Championship","Leeds","Brentford",1,1,"D",13,13,3,7,73.5454545454545,68,74,73.75,74.5,70.7142857142857,71.0909090909091,71,74,69.5,71.25,68.2857142857143,0,2
"10844",10844,13741,"2017/2018","2017-10-30 00:00:00","E0","England","Premier League","Burnley","Newcastle",1,0,"H",12,12,5,5,76.2727272727273,81,75.5,75.5,76.25,72.8571428571429,75.7272727272727,71,75,76.25,76.75,74.1428571428571,1,1
"1135",1135,1985,"2018/2019","2019-04-05 00:00:00","F1","France","Le Championnat","Bordeaux","Marseille",2,0,"H",7,20,7,5,75.7272727272727,78,76.5,75.75,74.75,73.1428571428571,81.3636363636364,83,80.5,82.75,80,75.7142857142857,2,2
"18254",18254,22680,"2016/2017","2016-09-24 00:00:00","F1","France","Le Championnat","Monaco","Angers",2,1,"H",13,11,4,4,80.9090909090909,84,81,81.25,79.75,76.1428571428571,74.4545454545455,73,75,75,74,70.5714285714286,1,3
"15362",15362,19185,"2016/2017","2017-02-10 00:00:00","F2","France","Division 2","Niort","Troyes",3,2,"H",NA,NA,NA,NA,66.7272727272727,67,67,66,67.25,64,69.1818181818182,72,68,68.5,69.75,65.7142857142857,1,5
"7249",7249,9390,"2017/2018","2018-04-14 00:00:00","E3","England","League 2","Cheltenham","Forest Green",0,1,"A",13,8,5,3,61.9090909090909,61,62.5,61.75,62,59.8571428571429,62,59,61.5,62.25,62.75,57.7142857142857,-1,1
"1759",1759,2771,"2018/2019","2019-03-03 00:00:00","P1","Portugal","Liga I","Belenenses","Feirense",4,0,"H",12,13,6,2,69.6363636363636,69,70,69.25,70,67.5714285714286,71.7272727272727,73,73.5,71.5,70.75,68.8571428571429,4,4
"12244",12244,15414,"2017/2018","2017-09-03 00:00:00","I2","Italy","Serie B","Cesena","Venezia",0,0,"D",6,9,0,1,68.8181818181818,70,67.5,69.75,68.25,63.8571428571429,68.4545454545455,67,69.5,68.25,68.5,64.8571428571429,0,0
"4349",4349,5888,"2018/2019","2018-11-04 00:00:00","SP2","Spain","La Liga Segunda Division","Cadiz","Elche",5,1,"H",13,11,7,4,71.1818181818182,73,72,72,69.5,69,68.3636363636364,68,69,68.75,67.75,66.5714285714286,4,6
"13459",13459,16853,"2016/2017","2017-04-25 00:00:00","I2","Italy","Serie B","Virtus Entella","Latina",0,1,"A",NA,NA,NA,NA,67.6363636363636,68,70.5,65.25,68.5,62,67.3636363636364,67,67,68.25,66.75,62.4285714285714,-1,1
"5855",5855,7731,"2018/2019","2018-08-26 00:00:00","SP2","Spain","La Liga Segunda Division","Sp Gijon","Gimnastic",2,0,"H",7,3,5,1,73.2727272727273,76,72,73.75,72.75,69.5714285714286,70.2727272727273,69,71.5,69.5,70.75,67.4285714285714,2,2
"5867",5867,7746,"2018/2019","2018-08-26 00:00:00","F1","France","Le Championnat","Marseille","Rennes",2,2,"D",8,7,3,2,81.3636363636364,83,80.5,82.75,80,75.7142857142857,76.5454545454545,76,77.5,77.5,75.25,73,0,4
"1817",1817,2843,"2018/2019","2019-03-02 00:00:00","D1","Germany","Bundesliga 1","M'gladbach","Bayern Munich",1,5,"A",11,19,2,14,79.1818181818182,83,81,79,77.5,77.5714285714286,86.7272727272727,89,89,86.25,85.5,83.1428571428571,-4,6
"16196",16196,20209,"2016/2017","2016-12-26 00:00:00","E0","England","Premier League","Watford","Crystal Palace",1,1,"D",9,10,3,4,78,78,78,79,77,76.7142857142857,79.3636363636364,84,81,78.75,78,75,0,2
"3692",3692,5109,"2018/2019","2018-12-08 00:00:00","F1","France","Le Championnat","Guingamp","Amiens",1,2,"A",16,11,2,3,74.5454545454545,74,75,75,74,72.4285714285714,75.0909090909091,77,76,75.25,74,71.2857142857143,-1,3
"3836",3836,5267,"2018/2019","2018-12-02 00:00:00","SC0","Scotland","Premier League","Hearts","Rangers",1,2,"A",5,17,2,8,69.6363636363636,69,70,69.25,70,65.8571428571429,72.7272727272727,75,74,71.75,72.5,70.8571428571429,-1,3
"15176",15176,18968,"2016/2017","2017-02-14 00:00:00","E2","England","League 1","Fleetwood Town","Bradford",2,1,"H",8,9,5,3,65.4545454545455,64,62.5,67.75,65,62.2857142857143,66.5454545454545,67,65,66.5,67.25,62.7142857142857,1,3
"9591",9591,12255,"2017/2018","2017-12-26 00:00:00","E3","England","League 2","Cheltenham","Yeovil",0,2,"A",9,13,1,5,61.9090909090909,61,62.5,61.75,62,59.8571428571429,62.5454545454545,60,62,63.75,62.25,57.7142857142857,-2,2
"13382",13382,16751,"2016/2017","2017-04-29 00:00:00","E1","England","Championship","Birmingham","Huddersfield",2,0,"H",7,11,4,3,72,73,71,73,71.25,68.7142857142857,71.1818181818182,69,69.5,72.25,71.5,68.5714285714286,2,2
"15829",15829,19728,"2016/2017","2017-01-21 00:00:00","D1","Germany","Bundesliga 1","Werder Bremen","Dortmund",1,2,"A",9,22,5,8,76.9090909090909,76,79,77.25,75.75,74,83.1818181818182,83,84,83.5,82.5,79.5714285714286,-1,3
"16411",16411,20482,"2016/2017","2016-12-17 00:00:00","I2","Italy","Serie B","Novara","Cesena",3,1,"H",NA,NA,NA,NA,69.5454545454545,66,71.5,69,70,66.7142857142857,70.5454545454545,70,71,70.75,70.25,67.1428571428571,2,4
"12625",12625,15901,"2017/2018","2017-08-13 00:00:00","B1","Belgium","Jupiler League","Charleroi","Anderlecht",2,0,"H",8,8,4,6,70.3636363636364,73,70,70.5,69.75,67.8571428571429,76.7272727272727,75,77,76,77.75,73.4285714285714,2,2
"15042",15042,18806,"2016/2017","2017-02-19 00:00:00","B1","Belgium","Jupiler League","Oostende","Anderlecht",1,4,"A",NA,NA,NA,NA,72,77,71,72.5,70.75,70.7142857142857,74.6363636363636,71,74.5,76.5,73.75,72.5714285714286,-3,5
"17032",17032,21198,"2016/2017","2016-11-20 00:00:00","N1","Netherlands","Eredivisie","Feyenoord","Zwolle",3,0,"H",NA,NA,NA,NA,77.0909090909091,78,77.5,76.75,77,73.7142857142857,69.0909090909091,70,70,68,69.5,67.4285714285714,3,3
"2833",2833,4055,"2018/2019","2019-01-19 00:00:00","E1","England","Championship","Derby","Reading",2,1,"H",10,9,4,2,72.5454545454545,73,72,73,72.25,70.7142857142857,70,70,71,68.25,71.25,67.8571428571429,1,3
"19188",19188,23810,"2016/2017","2016-08-13 00:00:00","E2","England","League 1","Coventry","Shrewsbury",0,0,"D",14,6,4,1,64.7272727272727,61,67.5,64.75,64.25,62.8571428571429,64.0909090909091,67,62.5,64.25,64,62,0,0
"13865",13865,17352,"2016/2017","2017-04-08 00:00:00","D2","Germany","Bundesliga 2","Heidenheim","Bochum",0,0,"D",NA,NA,NA,NA,69.5454545454545,69,67.5,70.25,70,67.1428571428571,70.8181818181818,72,69,70.25,72,67.1428571428571,0,0
"10894",10894,13799,"2017/2018","2017-10-28 00:00:00","SP1","Spain","La Liga Primera Division","Ath Bilbao","Barcelona",0,2,"A",17,17,5,5,81,80,82.5,81,80.5,76,86.4545454545455,85,92.5,85.75,84.5,81.4285714285714,-2,2
"1014",1014,1831,"2018/2019","2019-04-07 00:00:00","I2","Italy","Serie B","Ascoli","Pescara",2,1,"H",15,8,3,3,68.3636363636364,66,70,68.75,67.75,66.2857142857143,69.5454545454545,71,69.5,69.25,69.5,66.5714285714286,1,3
"3032",3032,4298,"2018/2019","2019-01-06 00:00:00","P1","Portugal","Liga I","Sp Braga","Boavista",1,0,"H",9,20,5,3,77.6363636363636,78,78,77.5,77.5,75.4285714285714,71.9090909090909,73,70.5,73.5,70.75,68.4285714285714,1,1
"15752",15752,19643,"2016/2017","2017-01-22 00:00:00","I1","Italy","Serie A","Atalanta","Sampdoria",1,0,"H",13,13,6,3,76,78,79.5,74.5,75.25,73.4285714285714,76.2727272727273,82,77.5,76.5,74,73.8571428571429,1,1
"4843",4843,6482,"2018/2019","2018-10-14 00:00:00","SP2","Spain","La Liga Segunda Division","Granada","Mallorca",1,0,"H",10,13,2,4,70.7272727272727,69,71.5,72,69.5,67.4285714285714,67.8181818181818,68,66.5,69.75,66.5,66.1428571428571,1,1
"16294",16294,20330,"2016/2017","2016-12-20 00:00:00","D1","Germany","Bundesliga 1","M'gladbach","Wolfsburg",1,2,"A",20,18,4,7,80.0909090909091,83,81,80,79,77.1428571428571,79.4545454545455,79,77.5,80.5,79.5,77.4285714285714,-1,3
"179",179,856,"2018/2019","2019-05-12 00:00:00","SP2","Spain","La Liga Segunda Division","Rayo Majadahonda","Albacete",2,3,"A",18,10,7,5,68.6363636363636,66,68,68.25,70,65.8571428571429,69.9090909090909,69,70.5,68.5,71.25,67.2857142857143,-1,5
"17985",17985,22356,"2016/2017","2016-10-01 00:00:00","F1","France","Le Championnat","Caen","Toulouse",1,0,"H",12,9,3,1,74.1818181818182,77,72,74.75,74,72,75.4545454545455,77,77,75.5,74.25,71,1,1
"11962",11962,15083,"2017/2018","2017-09-16 00:00:00","SP1","Spain","La Liga Primera Division","Ath Madrid","Malaga",1,0,"H",17,9,4,4,84.7272727272727,88,85.5,83.5,84.75,80.4285714285714,76.9090909090909,79,77.5,78,75,75.1428571428571,1,1
"4710",4710,6332,"2018/2019","2018-10-21 00:00:00","F1","France","Le Championnat","St Etienne","Rennes",1,1,"D",8,15,2,5,77.4545454545455,84,76.5,77.25,76.5,71.5714285714286,76.5454545454545,76,77.5,77.5,75.25,73,0,2
"1371",1371,2287,"2018/2019","2019-03-23 00:00:00","E3","England","League 2","Cheltenham","Northampton",3,1,"H",15,10,9,2,63.2727272727273,63,64.5,62.5,63.5,60.1428571428571,63.3636363636364,58,64.5,64,63.5,61.7142857142857,2,4
"9460",9460,12105,"2017/2018","2018-01-01 00:00:00","E2","England","League 1","Rotherham","Blackburn",1,1,"D",10,11,4,5,66,65,65.5,66.75,65.75,64.5714285714286,68.5454545454545,67,68,69.5,68.25,65.7142857142857,0,2
"17181",17181,21381,"2016/2017","2016-11-12 00:00:00","E3","England","League 2","Grimsby","Barnet",2,2,"D",15,14,3,7,62.1818181818182,58,61,62,64,59.5714285714286,61.5454545454545,61,61,61.5,62,58.4285714285714,0,4
"11275",11275,14256,"2017/2018","2017-10-15 00:00:00","SP1","Spain","La Liga Primera Division","Eibar","La Coruna",0,0,"D",15,11,6,3,78.3636363636364,77,78.5,79,78,75.4285714285714,78.0909090909091,76,80,78.25,77.5,74.8571428571429,0,0
"8311",8311,10685,"2017/2018","2018-02-24 00:00:00","D1","Germany","Bundesliga 1","Bayern Munich","Hertha",0,0,"D",19,5,6,3,87.8181818181818,92,89.5,86.75,87,81.5714285714286,78,82,80,78.25,75.75,75,0,0
"2969",2969,4215,"2018/2019","2019-01-12 00:00:00","F1","France","Le Championnat","Guingamp","St Etienne",0,1,"A",11,4,2,2,74.5454545454545,74,75,75,74,72.4285714285714,77.4545454545455,84,76.5,77.25,76.5,71.5714285714286,-1,1
"16052",16052,20026,"2016/2017","2017-01-06 00:00:00","SP2","Spain","La Liga Segunda Division","Valladolid","Reus Deportiu",1,0,"H",NA,NA,NA,NA,71.9090909090909,75,70,73.5,70.5,68.7142857142857,70.2727272727273,72,70,70.5,69.75,68.8571428571429,1,1
"15650",15650,19526,"2016/2017","2017-01-28 00:00:00","E2","England","League 1","Gillingham","Shrewsbury",1,1,"D",10,12,4,8,64.2727272727273,62,63.5,65.25,64.25,60.7142857142857,64.0909090909091,67,62.5,64.25,64,62,0,2
"6484",6484,8493,"2017/2018","2018-05-13 00:00:00","I1","Italy","Serie A","Roma","Juventus",0,0,"D",9,7,2,0,82.2727272727273,80,82.5,83.75,81.25,78.1428571428571,86.2727272727273,89,89,85.25,85.25,82.4285714285714,0,0
"13973",13973,17482,"2016/2017","2017-04-06 00:00:00","SP1","Spain","La Liga Primera Division","Eibar","Las Palmas",3,1,"H",11,8,6,6,77.3636363636364,75,77.5,78.25,77,75.2857142857143,78.3636363636364,77,77.5,80.5,77,74.7142857142857,2,4
"18566",18566,23048,"2016/2017","2016-09-12 00:00:00","I1","Italy","Serie A","Empoli","Crotone",2,1,"H",13,6,5,2,73.9090909090909,76,74.5,73.75,73.25,71.2857142857143,71.0909090909091,68,70.5,71.5,71.75,68.7142857142857,1,3
"14536",14536,18192,"2016/2017","2017-03-11 00:00:00","SP2","Spain","La Liga Segunda Division","Cordoba","Zaragoza",2,1,"H",NA,NA,NA,NA,70.4545454545455,71,69,71.25,70.25,68.1428571428571,71.6363636363636,70,71,72.75,71.25,68.7142857142857,1,3
"8607",8607,11050,"2017/2018","2018-02-11 00:00:00","I1","Italy","Serie A","Chievo","Genoa",0,1,"A",6,10,1,3,77,79,75.5,78,76.25,72.7142857142857,76.8181818181818,83,75.5,77,75.75,72.5714285714286,-1,1
"6533",6533,8542,"2017/2018","2018-05-12 00:00:00","I2","Italy","Serie B","Pro Vercelli","Ternana",2,1,"H",5,9,2,3,65.7272727272727,61,66,66.5,66,61.1428571428571,65.7272727272727,63,65,66,66.5,61.7142857142857,1,3
"1731",1731,2733,"2018/2019","2019-03-08 00:00:00","F2","France","Division 2","Clermont","Grenoble",1,1,"D",14,5,3,1,68.1818181818182,66,69,69,67.5,65.2857142857143,67.1818181818182,65,69.5,67,66.75,64.2857142857143,0,2
"8905",8905,11398,"2017/2018","2018-02-02 00:00:00","D2","Germany","Bundesliga 2","Nurnberg","Erzgebirge Aue",4,1,"H",11,6,7,1,70.7272727272727,69,69,71.75,71,68.1428571428571,67.9090909090909,71,68.5,68,66.75,66.2857142857143,3,5
"12857",12857,16198,"2016/2017","2017-06-04 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Sevilla B",1,0,"H",NA,NA,NA,NA,71.6363636363636,70,72.5,72.5,70.75,69,69.7272727272727,69,67.5,70.75,70,67.2857142857143,1,1
"13636",13636,17074,"2016/2017","2017-04-17 00:00:00","D2","Germany","Bundesliga 2","Bielefeld","Stuttgart",2,3,"A",NA,NA,NA,NA,69,69,70,68.75,68.75,66.5714285714286,74.2727272727273,74,75.5,75.25,72.75,70,-1,5
"5649",5649,7460,"2018/2019","2018-09-08 00:00:00","E2","England","League 1","Accrington","Burton",1,1,"D",12,7,5,3,65.2727272727273,68,65,65,65,61,66.9090909090909,63,68,66.5,67.75,62.8571428571429,0,2
"10985",10985,13908,"2017/2018","2017-10-28 00:00:00","E3","England","League 2","Chesterfield","Carlisle",2,2,"D",12,8,6,5,63.3636363636364,63,64.5,62.75,63.5,61.4285714285714,63.0909090909091,58,61,64.25,64.25,60.2857142857143,0,4
"11445",11445,14464,"2017/2018","2017-10-02 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Zaragoza",2,2,"D",7,10,5,5,71.7272727272727,71,71.5,72.25,71.5,68.4285714285714,70.3636363636364,70,70,70,71,67.5714285714286,0,4
"14362",14362,17979,"2016/2017","2017-03-18 00:00:00","E3","England","League 2","Plymouth","Morecambe",1,0,"H",20,5,6,0,64.0909090909091,66,63,64.75,63.5,62.1428571428571,60.6363636363636,65,58.5,61,60.25,57,1,1
"10588",10588,13438,"2017/2018","2017-11-18 00:00:00","E2","England","League 1","Fleetwood Town","Doncaster",0,0,"D",7,7,4,5,64.3636363636364,64,64.5,64.25,64.5,61.1428571428571,64.8181818181818,64,65,64.5,65.25,62.2857142857143,0,0
"12412",12412,15635,"2017/2018","2017-08-26 00:00:00","E1","England","Championship","Cardiff","QPR",2,1,"H",17,8,8,1,70.8181818181818,70,70,71.25,71,69,71.1818181818182,73,71.5,70.5,71.25,68.5714285714286,1,3
"3925",3925,5381,"2018/2019","2018-11-30 00:00:00","F2","France","Division 2","Clermont","Beziers",2,0,"H",24,2,12,0,68.1818181818182,66,69,69,67.5,65.2857142857143,65,66,64,65.5,64.75,62.8571428571429,2,2
"10444",10444,13261,"2017/2018","2017-11-24 00:00:00","N1","Netherlands","Eredivisie","AZ Alkmaar","Twente",2,0,"H",24,10,7,3,73.5454545454545,73,74,72.75,74.25,69.2857142857143,70,69,68.5,71.5,69.5,67.7142857142857,2,2
"11761",11761,14836,"2017/2018","2017-09-23 00:00:00","I2","Italy","Serie B","Brescia","Foggia",2,2,"D",9,5,4,3,68,68,68,67.5,68.5,64.1428571428571,67.4545454545455,68,68,67.5,67,64.2857142857143,0,4
"7110",7110,9208,"2017/2018","2018-04-17 00:00:00","I2","Italy","Serie B","Avellino","Frosinone",0,2,"A",7,14,4,3,68.0909090909091,66,70.5,67.5,68,64.8571428571429,70.4545454545455,76,73,68,70.25,68.1428571428571,-2,2
"14282",14282,17886,"2016/2017","2017-03-19 00:00:00","N1","Netherlands","Eredivisie","Heerenveen","Feyenoord",1,2,"A",NA,NA,NA,NA,72.5454545454545,74,75.5,71.5,71.75,68.2857142857143,77.0909090909091,78,77.5,76.75,77,73.7142857142857,-1,3
"10787",10787,13682,"2017/2018","2017-11-04 00:00:00","N1","Netherlands","Eredivisie","AZ Alkmaar","Willem II",3,2,"H",19,7,9,2,73.5454545454545,73,74,72.75,74.25,69.2857142857143,68.4545454545455,68,68,68,69.25,65.2857142857143,1,5
"8613",8613,11056,"2017/2018","2018-02-11 00:00:00","D2","Germany","Bundesliga 2","Greuther Furth","Dresden",1,0,"H",14,20,7,5,70,72,69.5,69.5,70.25,66.7142857142857,69.1818181818182,69,68.5,68.75,70,67,1,1
"936",936,1738,"2018/2019","2019-04-13 00:00:00","E3","England","League 2","Morecambe","Grimsby",1,1,"D",5,8,1,6,61.0909090909091,63,61,63.5,58.25,59.1428571428571,62.8181818181818,63,63,63.25,62.25,59.1428571428571,0,2
"4949",4949,6609,"2018/2019","2018-10-06 00:00:00","E0","England","Premier League","Burnley","Huddersfield",1,1,"D",6,19,3,2,78.0909090909091,80,76.5,78.25,78.25,76.1428571428571,75.3636363636364,76,75,73.75,77,72.7142857142857,0,2
"3204",3204,4535,"2018/2019","2018-12-26 00:00:00","E2","England","League 1","Burton","Wycombe",3,1,"H",15,6,5,3,66.9090909090909,63,68,66.5,67.75,62.8571428571429,65.5454545454545,64,65.5,65,66.5,64.2857142857143,2,4
"6576",6576,8586,"2017/2018","2018-05-06 00:00:00","SP2","Spain","La Liga Segunda Division","Gimnastic","Osasuna",0,2,"A",14,7,4,3,70.7272727272727,71,72,72.25,68.5,68.1428571428571,73.3636363636364,71,73,74,73.5,72.1428571428571,-2,2
"13940",13940,17447,"2016/2017","2017-04-08 00:00:00","D1","Germany","Bundesliga 1","RB Leipzig","Leverkusen",1,0,"H",14,14,5,3,76,74,76,77.5,75,71.2857142857143,81.5454545454545,86,81,81.75,80.5,76.5714285714286,1,1
"9228",9228,11781,"2017/2018","2018-01-20 00:00:00","E2","England","League 1","Oxford","Bury",1,2,"A",9,7,3,4,68.8181818181818,66,66.5,69,70.5,64.7142857142857,66.2727272727273,61,68,66.5,66.5,63.7142857142857,-1,3
"432",432,1132,"2018/2019","2019-05-03 00:00:00","I1","Italy","Serie A","Juventus","Torino",1,1,"D",11,9,4,2,87,85,91.5,85.5,86.75,83.1428571428571,78.2727272727273,82,81.5,77.75,76.25,74.5714285714286,0,2
"16663",16663,20765,"2016/2017","2016-12-04 00:00:00","P1","Portugal","Liga I","Estoril","Belenenses",1,1,"D",NA,NA,NA,NA,70.4545454545455,71,71.5,69.75,70.5,68.2857142857143,70.7272727272727,71,69.5,72.75,69.25,68.2857142857143,0,2
"14365",14365,17982,"2016/2017","2017-03-18 00:00:00","E3","England","League 2","Yeovil","Accrington",1,1,"D",17,9,5,1,62.3636363636364,61,64,60.75,63.5,59.5714285714286,62,59,62.5,62.5,62,58.8571428571429,0,2
"13237",13237,16584,"2016/2017","2017-05-06 00:00:00","I2","Italy","Serie B","Frosinone","Trapani",1,0,"H",NA,NA,NA,NA,70.5454545454545,76,73,68.25,70.25,67.7142857142857,67.4545454545455,67,66,69.5,66.25,64.1428571428571,1,1
"9386",9386,11970,"2017/2018","2018-01-09 00:00:00","P1","Portugal","Liga I","Belenenses","Boavista",1,1,"D",7,6,4,4,72.1818181818182,73,73,72.25,71.5,68.8571428571429,72.3636363636364,72,72,73.75,71.25,69.2857142857143,0,2
"9922",9922,12643,"2017/2018","2017-12-13 00:00:00","E0","England","Premier League","West Ham","Arsenal",0,0,"D",6,22,0,3,79.6363636363636,82,82,78.25,79.25,76.7142857142857,84.0909090909091,86,86.5,84,82.5,80.2857142857143,0,0
"2569",2569,3739,"2018/2019","2019-02-02 00:00:00","SP1","Spain","La Liga Primera Division","Barcelona","Valencia",2,2,"D",20,14,8,7,87.3636363636364,89,92.5,85.75,86,82.8571428571429,81.8181818181818,83,81.5,82.25,81.25,78.5714285714286,0,4
"19234",19234,23880,"2016/2017","2016-08-07 00:00:00","D2","Germany","Bundesliga 2","Braunschweig","Wurzburger Kickers",2,1,"H",NA,NA,NA,NA,70.6363636363636,67,70,70.75,71.75,68.8571428571429,68.5454545454545,69,69,68.25,68.5,65.7142857142857,1,3
"13189",13189,16530,"2016/2017","2017-05-07 00:00:00","I1","Italy","Serie A","Lazio","Sampdoria",7,3,"H",19,8,11,7,80.0909090909091,80,81.5,80,79.5,75.4285714285714,76.2727272727273,82,77.5,76.5,74,73.8571428571429,4,10
"16768",16768,20889,"2016/2017","2016-12-03 00:00:00","SP1","Spain","La Liga Primera Division","Granada","Sevilla",2,1,"H",11,17,6,6,75.2727272727273,79,75.5,75.25,74.25,72,81.6363636363636,81,81.5,82.75,80.75,79.7142857142857,1,3
"9870",9870,12588,"2017/2018","2017-12-16 00:00:00","B1","Belgium","Jupiler League","Kortrijk","Mechelen",2,0,"H",4,9,3,3,70.0909090909091,70,71.5,71,68.5,68.1428571428571,70.2727272727273,71,70,71.25,69.25,67.2857142857143,2,2
"2005",2005,3075,"2018/2019","2019-02-23 00:00:00","D2","Germany","Bundesliga 2","Darmstadt","Dresden",2,0,"H",11,12,5,1,71.2727272727273,74,70,71.75,70.75,68.2857142857143,69.6363636363636,68,70,69.25,70.25,67.5714285714286,2,2
"2511",2511,3675,"2018/2019","2019-02-02 00:00:00","D1","Germany","Bundesliga 1","Schalke 04","M'gladbach",0,2,"A",9,16,1,9,80.3636363636364,83,79.5,78.75,81.75,76,79.1818181818182,83,81,79,77.5,77.5714285714286,-2,2
"10734",10734,13612,"2017/2018","2017-11-04 00:00:00","T1","Turkey","Futbol Ligi 1","Osmanlispor","Fenerbahce",1,1,"D",12,5,5,4,73.1818181818182,76,69.5,75.25,72.25,71.5714285714286,78.5454545454545,80,76,79.5,78.5,76.1428571428571,0,2
"4298",4298,5833,"2018/2019","2018-11-06 00:00:00","E3","England","League 2","Mansfield","Grimsby",2,1,"H",24,9,7,1,64.9090909090909,64,65.5,64,65.75,63,62.8181818181818,63,63,63.25,62.25,59.1428571428571,1,3
"8492",8492,10908,"2017/2018","2018-02-17 00:00:00","I2","Italy","Serie B","Foggia","Carpi",3,0,"H",7,5,5,2,67.4545454545455,68,68,67.5,67,64.2857142857143,69.2727272727273,70,70.5,68.5,69.25,63.7142857142857,3,3
"2688",2688,3882,"2018/2019","2019-01-26 00:00:00","SP1","Spain","La Liga Primera Division","Ath Madrid","Getafe",2,0,"H",10,6,6,2,86.1818181818182,90,87,85.5,85.5,81.8571428571429,77.4545454545455,78,78,76.5,78,75.4285714285714,2,2
"13051",13051,16392,"2016/2017","2017-05-14 00:00:00","F1","France","Le Championnat","Nantes","Guingamp",4,1,"H",14,8,5,2,75,77,76.5,75,73.75,72.1428571428571,75.3636363636364,74,75.5,76,75,72,3,5
"17152",17152,21345,"2016/2017","2016-11-13 00:00:00","I2","Italy","Serie B","Benevento","Cittadella",1,0,"H",NA,NA,NA,NA,69.3636363636364,72,68,71,67.75,66.2857142857143,66,65,67,67.25,64.5,63,1,1
"4995",4995,6681,"2018/2019","2018-10-06 00:00:00","I2","Italy","Serie B","Foggia","Ascoli",3,2,"H",12,19,6,4,70.4545454545455,76,70.5,71.75,67.75,65.7142857142857,68.3636363636364,66,70,68.75,67.75,66.2857142857143,1,5
"2091",2091,3178,"2018/2019","2019-02-20 00:00:00","F1","France","Le Championnat","Paris SG","Montpellier",5,1,"H",18,15,9,7,85.7272727272727,88,90.5,85.5,83,80.4285714285714,76.6363636363636,81,76,75.5,77,71.5714285714286,4,6
"5157",5157,6857,"2018/2019","2018-09-29 00:00:00","E2","England","League 1","Rochdale","Portsmouth",1,3,"A",10,13,5,8,65.6363636363636,64,65.5,67,64.75,63.4285714285714,67.2727272727273,66,69,67,67,65.4285714285714,-2,4
"280",280,957,"2018/2019","2019-05-10 00:00:00","F2","France","Division 2","Orleans","Beziers",0,0,"D",19,10,6,6,65.7272727272727,66,65,65.75,66,63.2857142857143,65,66,64,65.5,64.75,62.8571428571429,0,0
